locale,group,key,value,unicodeCodePoints,utf8Bytes,basis
"ro-RO","tonemapBlanks","1","Filmic 1","8","8","dictionary-candidate"
"ro-RO","tonemapBlanks","2","Filmic 2","8","8","dictionary-candidate"
"ru-RU","names","Enable","Включить","8","16","canon-adapted"
"ru-RU","names","3D Mode","Режим 3D","8","13","dictionary-candidate"
"ru-RU","names","Spot","Точечная","8","16","canon-adapted"
"ru-RU","names","Softness","Мягкость","8","16","dictionary-candidate"
"ru-RU","names","Enabled","Включено","8","16","canon-adapted"
"ru-RU","names","Speed","Скорость","8","16","dictionary-candidate"
"ru-RU","names","Dither","Дизеринг","8","16","review-required"
"ru-RU","names","Blur","Размытие","8","16","adobe-exact"
"ru-RU","names","Delay","Задержка","8","16","review-required"
"ru-RU","names","Linear","Линейная","8","16","review-required"
"sv-SE","names","Enable","Aktivera","8","8","canon-adapted"
"sv-SE","names","Aperture","Bländare","8","9","canon-adapted"
"sv-SE","names","Spotlight","Spotljus","8","8","review-required"
"sv-SE","names","Infinity","Oändligt","8","9","canon-adapted"
"sv-SE","names","Picture Style","Bildstil","8","8","canon-exact"
"sv-SE","names","Movie Mode","Filmläge","8","9","review-required"
"sv-SE","names","Tracking","Följning","8","9","canon-adapted"
"sv-SE","names","Servo AF","Servo AF","8","8","canon-exact"
"sv-SE","names","Standard","Standard","8","8","canon-exact"
"sv-SE","names","Contrast","Kontrast","8","8","canon-exact"
"sv-SE","names","Edge Softness","Kantludd","8","8","review-required"
"sv-SE","names","Depth Mode","Djupläge","8","9","review-required"
"sv-SE","names","Position","Position","8","8","dictionary-candidate"
"sv-SE","names","Focus Zone","Fokuszon","8","8","review-required"
"sv-SE","names","Edge Feather","Kantludd","8","8","review-required"
"sv-SE","dynamic","VignetteSoftness","Kantludd","8","8","review-required"
"th-TH","names","Filters","ฟิลเตอร์","8","24","review-required"
"th-TH","names","Aperture","รูรับแสง","8","24","canon-exact"
"th-TH","names","Spotlight","สปอตไลต์","8","24","review-required"
"th-TH","names","Extra...","อื่นๆ...","8","18","review-required"
"th-TH","names","Move HUD","ย้าย HUD","8","16","dictionary-candidate"
"th-TH","names","EV Dial","ชดเชยแสง","8","24","canon-exact"
"th-TH","names","Servo AF","Servo AF","8","8","canon-exact"
"th-TH","names","Vibrance","ความสดใส","8","24","dictionary-candidate"
"th-TH","names","Intensity","ความเข้ม","8","24","dictionary-candidate"
"th-TH","names","Speed","ความเร็ว","8","24","dictionary-candidate"
"th-TH","names","Center","กึ่งกลาง","8","24","dictionary-candidate"
"th-TH","names","Duration","ระยะเวลา","8","24","review-required"
"th-TH","directions","FORWARD","เดินหน้า","8","24","dictionary-candidate"
"th-TH","dynamic","Minutes","{0} นาที","8","16","dictionary-candidate"
"th-TH","sensorBlanks","5","ชนิด 1.0","8","16","dictionary-candidate"
"tr-TR","names","Advanced","Gelişmiş","8","10","dictionary-candidate"
"tr-TR","names","Aperture","Diyafram","8","8","canon-exact"
"tr-TR","names","Octagon","Sekizgen","8","8","dictionary-candidate"
"tr-TR","names","Extra...","Diğer...","8","9","dictionary-candidate"
"tr-TR","names","AF Area","AF Alanı","8","9","canon-exact"
"tr-TR","names","Servo AF","Servo AF","8","8","canon-exact"
"tr-TR","names","Standard","Standart","8","8","canon-exact"
"tr-TR","names","Vibrance","Canlılık","8","10","dictionary-candidate"
"tr-TR","names","Contrast","Kontrast","8","8","canon-exact"
"tr-TR","names","Shadows","Gölgeler","8","9","dictionary-candidate"
"tr-TR","names","Density","Yoğunluk","8","9","dictionary-candidate"
"tr-TR","names","Intensity","Yoğunluk","8","9","dictionary-candidate"
"tr-TR","names","1:1 Square","1:1 Kare","8","8","dictionary-candidate"
"tr-TR","names","Width","Genişlik","8","9","review-required"
"tr-TR","names","Linear","Doğrusal","8","9","review-required"
"tr-TR","sensorBlanks","5","1,0 tipi","8","8","review-required"
"uk-UA","names","Blue Back","Синє тло","8","15","review-required"
"uk-UA","names","RIGHT","Праворуч","8","16","review-required"
"uk-UA","names","3D Mode","Режим 3D","8","13","review-required"
"uk-UA","names","Tracking","Стеження","8","16","canon-adapted"
"uk-UA","names","Softness","М'якість","8","15","dictionary-candidate"
"uk-UA","names","Red","Червоний","8","16","canon-adapted"
"uk-UA","names","Color R","Червоний","8","16","canon-adapted"
"uk-UA","names","Dither","Дизеринг","8","16","review-required"
"uk-UA","names","Blur","Розмиття","8","16","adobe-exact"
"uk-UA","names","Stop","Зупинити","8","16","canon-adapted"
"uk-UA","names","Delay","Затримка","8","16","review-required"
"uk-UA","names","Save","Зберегти","8","16","canon-exact"
"uk-UA","directions","RIGHT","Праворуч","8","16","review-required"
"uk-UA","tonemapBlanks","0","Вимкнено","8","16","review-required"
"bg-BG","names","Blue Back","Син фон","7","13","review-required"
"bg-BG","names","RIGHT","Надясно","7","14","review-required"
"bg-BG","names","Square","Квадрат","7","14","review-required"
"bg-BG","names","Monitor","Монитор","7","14","canon-adapted"
"bg-BG","names","Tracking","Следене","7","14","canon-adapted"
"bg-BG","names","AF Area","AF зона","7","11","canon-exact"
"bg-BG","names","Red","Червено","7","14","canon-adapted"
"bg-BG","names","Color R","Червено","7","14","canon-adapted"
"bg-BG","names","Speed","Скорост","7","14","dictionary-candidate"
"bg-BG","names","Position","Позиция","7","14","dictionary-candidate"
"bg-BG","names","Stop","Спиране","7","14","canon-adapted"
"bg-BG","names","Linear","Линейна","7","14","review-required"
"bg-BG","directions","RIGHT","Надясно","7","14","review-required"
"bg-BG","dynamic","Minutes","{0} min","7","7","standard-identifier"
"bg-BG","sensorBlanks","5","Тип 1,0","7","10","review-required"
"cs-CZ","names","Enable","Zapnout","7","7","canon-adapted"
"cs-CZ","names","Square","Čtverec","7","8","dictionary-candidate"
"cs-CZ","names","Monitor","Monitor","7","7","canon-adapted"
"cs-CZ","names","Softness","Měkkost","7","8","review-required"
"cs-CZ","names","Enabled","Zapnuto","7","7","canon-adapted"
"cs-CZ","names","Red","Červená","7","9","canon-adapted"
"cs-CZ","names","Density","Hustota","7","7","dictionary-candidate"
"cs-CZ","names","Color R","Červená","7","9","canon-adapted"
"cs-CZ","names","Radius","Poloměr","7","8","adobe-exact"
"cs-CZ","names","Spread","Rozptyl","7","7","adobe-exact"
"cs-CZ","names","Play","Přehrát","7","9","canon-exact"
"cs-CZ","directions","FORWARD","Dopředu","7","8","review-required"
"cs-CZ","dynamic","Minutes","{0} min","7","7","standard-identifier"
"cs-CZ","sensorBlanks","5","Typ 1,0","7","7","review-required"
"cs-CZ","tonemapBlanks","0","Vypnuto","7","7","review-required"
"da-DK","names","Enable","Aktivér","7","8","canon-adapted"
"da-DK","names","Reset","Nulstil","7","7","canon-exact"
"da-DK","names","Display","Visning","7","7","canon-exact"
"da-DK","names","Spotlight","Spotlys","7","7","review-required"
"da-DK","names","LEFT","Venstre","7","7","dictionary-candidate"
"da-DK","names","Square","Kvadrat","7","7","dictionary-candidate"
"da-DK","names","Tracking","Sporing","7","7","canon-exact"
"da-DK","names","Softness","Blødhed","7","8","review-required"
"da-DK","names","Saturation","Mætning","7","8","canon-adapted"
"da-DK","names","Shadows","Skygger","7","7","review-required"
"da-DK","names","Roundness","Rundhed","7","7","review-required"
"da-DK","names","Blur","Sløring","7","8","adobe-exact"
"da-DK","directions","LEFT","Venstre","7","7","dictionary-candidate"
"da-DK","directions","BACK","Tilbage","7","7","dictionary-candidate"
"da-DK","dynamic","Minutes","{0} min","7","7","standard-identifier"
"da-DK","tonemapBlanks","4","Neutral","7","7","review-required"
"de-DE","names","Display","Anzeige","7","7","canon-exact"
"de-DE","names","Octagon","Achteck","7","7","dictionary-candidate"
"de-DE","names","Square","Quadrat","7","7","dictionary-candidate"
"de-DE","names","Monitor","Monitor","7","7","canon-adapted"
"de-DE","names","Vibrance","Dynamik","7","7","adobe-exact"
"de-DE","names","Highlights","Lichter","7","7","adobe-exact"
"de-DE","names","Stop","Stoppen","7","7","canon-adapted"
"de-DE","dynamic","Minutes","{0} min","7","7","standard-identifier"
"de-DE","tonemapBlanks","4","Neutral","7","7","review-required"
"el-GR","names","Focus","Εστίαση","7","14","canon-adapted"
"el-GR","names","Hexagon","Εξάγωνο","7","14","review-required"
"el-GR","names","Extra...","Άλλα...","7","11","dictionary-candidate"
"el-GR","names","Red","Κόκκινο","7","14","canon-adapted"
"el-GR","names","Green","Πράσινο","7","14","canon-adapted"
"el-GR","names","Color R","Κόκκινο","7","14","canon-adapted"
"el-GR","names","Color G","Πράσινο","7","14","canon-adapted"
"el-GR","names","Size","Μέγεθος","7","14","dictionary-candidate"
"el-GR","names","Stop","Διακοπή","7","14","canon-adapted"
"el-GR","names","Load","Φόρτωση","7","14","canon-exact"
"el-GR","dynamic","Next","Επόμενο","7","14","dictionary-candidate"
"el-GR","dynamic","Minutes","{0} min","7","7","standard-identifier"
"es-419","names","Enable","Activar","7","7","canon-adapted"
"es-419","names","Settings","Ajustes","7","7","canon-adapted"
"es-419","names","Focus","Enfoque","7","7","canon-exact"
"es-419","names","Filters","Filtros","7","7","review-required"
"es-419","names","RIGHT","Derecha","7","7","review-required"
"es-419","names","3D Mode","Modo 3D","7","7","review-required"
"es-419","names","Monitor","Monitor","7","7","canon-adapted"
"es-419","names","AF Area","Área AF","7","8","canon-exact"
"es-419","names","Spot","Puntual","7","7","canon-adapted"
"es-419","names","Shadows","Sombras","7","7","adobe-exact"
"es-419","names","Dither","Tramado","7","7","review-required"
"es-419","names","Aspect Ratio","Formato","7","7","adobe-exact"
"es-419","names","Width","Anchura","7","7","review-required"
"es-419","names","Stop","Detener","7","7","canon-adapted"
"es-419","names","Delay","Retardo","7","7","review-required"
"es-419","names","Save","Guardar","7","7","canon-exact"
"es-419","directions","RIGHT","Derecha","7","7","review-required"
"es-419","dynamic","Minutes","{0} min","7","7","standard-identifier"
"es-ES","names","Enable","Activar","7","7","canon-adapted"
"es-ES","names","Settings","Ajustes","7","7","canon-adapted"
"es-ES","names","Focus","Enfoque","7","7","canon-exact"
"es-ES","names","Filters","Filtros","7","7","review-required"
"es-ES","names","RIGHT","Derecha","7","7","review-required"
"es-ES","names","3D Mode","Modo 3D","7","7","review-required"
"es-ES","names","Monitor","Monitor","7","7","canon-adapted"
"es-ES","names","AF Area","Área AF","7","8","canon-exact"
"es-ES","names","Spot","Puntual","7","7","canon-adapted"
"es-ES","names","Shadows","Sombras","7","7","adobe-exact"
"es-ES","names","Dither","Tramado","7","7","review-required"
"es-ES","names","Aspect Ratio","Formato","7","7","adobe-exact"
"es-ES","names","Width","Anchura","7","7","review-required"
"es-ES","names","Stop","Detener","7","7","canon-adapted"
"es-ES","names","Delay","Retardo","7","7","review-required"
"es-ES","names","Save","Guardar","7","7","canon-exact"
"es-ES","directions","RIGHT","Derecha","7","7","review-required"
"es-ES","dynamic","Minutes","{0} min","7","7","standard-identifier"
"fi-FI","names","Zoom","Zoomaus","7","7","review-required"
"fi-FI","names","Exposure","Valotus","7","7","canon-adapted"
"fi-FI","names","Infinity","Ääretön","7","10","canon-exact"
"fi-FI","names","Extra...","Muut...","7","7","dictionary-candidate"
"fi-FI","names","3D Mode","3D-tila","7","7","dictionary-candidate"
"fi-FI","names","AF Area","AF-alue","7","7","canon-exact"
"fi-FI","names","Zone","Vyöhyke","7","8","canon-exact"
"fi-FI","names","Softness","Pehmeys","7","7","dictionary-candidate"
"fi-FI","names","Blue","Sininen","7","7","canon-adapted"
"fi-FI","names","Color B","Sininen","7","7","canon-adapted"
"fi-FI","names","Roundness","Pyöreys","7","8","dictionary-candidate"
"fi-FI","names","Stop","Pysäytä","7","9","canon-adapted"
"fi-FI","dynamic","Minutes","{0} min","7","7","standard-identifier"
"fr-FR","names","Enable","Activer","7","7","canon-adapted"
"fr-FR","names","Filters","Filtres","7","7","dictionary-candidate"
"fr-FR","names","Color","Couleur","7","7","canon-exact"
"fr-FR","names","3D Mode","Mode 3D","7","7","dictionary-candidate"
"fr-FR","names","Responsive","Réactif","7","8","canon-adapted"
"fr-FR","names","Softness","Douceur","7","7","dictionary-candidate"
"fr-FR","names","Density","Densité","7","8","adobe-exact"
"fr-FR","names","Speed","Vitesse","7","7","dictionary-candidate"
"fr-FR","names","Roundness","Arrondi","7","7","dictionary-candidate"
"fr-FR","names","Dither","Tramage","7","7","review-required"
"fr-FR","names","Width","Largeur","7","7","review-required"
"fr-FR","names","Spread","Étendue","7","8","review-required"
"fr-FR","names","Stop","Arrêter","7","8","canon-adapted"
"fr-FR","names","Load","Charger","7","7","canon-exact"
"fr-FR","names","Favorites","Favoris","7","7","dictionary-candidate"
"fr-FR","directions","BACK","Arrière","7","8","dictionary-candidate"
"fr-FR","dynamic","Next","Suivant","7","7","dictionary-candidate"
"fr-FR","dynamic","Minutes","{0} min","7","7","standard-identifier"
"hu-HU","names","Hexagon","Hatszög","7","8","dictionary-candidate"
"hu-HU","names","Square","Négyzet","7","8","dictionary-candidate"
"hu-HU","names","Monitor","Monitor","7","7","canon-adapted"
"hu-HU","names","Tracking","Követés","7","9","canon-exact"
"hu-HU","names","Softness","Lágyság","7","9","review-required"
"hu-HU","names","Brightness","Fényerő","7","9","canon-adapted"
"hu-HU","names","Density","Sűrűség","7","10","dictionary-candidate"
"hu-HU","names","Strength","Erősség","7","9","review-required"
"hu-HU","names","Position","Helyzet","7","7","review-required"
"hu-HU","names","Path","Útvonal","7","8","review-required"
"it-IT","names","Normal","Normale","7","7","dictionary-candidate"
"it-IT","names","Hexagon","Esagono","7","7","dictionary-candidate"
"it-IT","names","Grid","Griglia","7","7","canon-exact"
"it-IT","names","Monitor","Monitor","7","7","canon-adapted"
"it-IT","names","AF Area","Area AF","7","7","canon-exact"
"it-IT","names","Density","Densità","7","8","dictionary-candidate"
"it-IT","names","Peaking","Peaking","7","7","canon-exact"
"it-IT","names","Delay","Ritardo","7","7","review-required"
"it-IT","names","Linear","Lineare","7","7","review-required"
"it-IT","dynamic","Minutes","{0} min","7","7","standard-identifier"
"nb-NO","names","Enable","Aktiver","7","7","review-required"
"nb-NO","names","Aperture","Blender","7","7","canon-adapted"
"nb-NO","names","Display","Visning","7","7","review-required"
"nb-NO","names","Spotlight","Spotlys","7","7","review-required"
"nb-NO","names","LEFT","Venstre","7","7","dictionary-candidate"
